# [1] = simulation resolution,	 [n+1] = cstcool
       2048	       2048	        512	        128	         32	          8
# [1] = size (cells),	 [n+1] = PDF[n]
     10.9610	      5.0000	  12230.0000	  17924.0000	   7311.0000	   9314.0000
     13.1690	      4.0000	   6239.0000	  13772.0000	  11494.0000	   3545.0000
     15.8217	      6.0000	   7820.0000	  11239.0000	   4578.0000	   2920.0000
     19.0088	      8.0000	   6219.0000	   9682.0000	   3989.0000	   2628.0000
     22.8378	     16.0000	   8217.0000	   8387.0000	   3511.0000	   4184.0000
     27.4382	      9.0000	   6225.0000	  10378.0000	   5687.0000	   3267.0000
     32.9653	     11.0000	   5854.0000	  11190.0000	   2522.0000	   2569.0000
     39.6057	     16.0000	   5050.0000	   8875.0000	   4061.0000	   1892.0000
     47.5838	     19.0000	   5041.0000	   6869.0000	   3243.0000	   1448.0000
     57.1689	     24.0000	   3902.0000	   6903.0000	   2714.0000	   1691.0000
     68.6848	     31.0000	   3461.0000	   6421.0000	   3236.0000	   1321.0000
     82.5205	     39.0000	   3142.0000	   5996.0000	   1778.0000	    881.0000
     99.1432	     48.0000	   3121.0000	   5308.0000	   2051.0000	    908.0000
    119.1143	     59.0000	   2791.0000	   4612.0000	   1572.0000	    653.0000
    143.1084	     84.0000	   3137.0000	   3331.0000	   1655.0000	    492.0000
    171.9357	     90.0000	   3098.0000	   3412.0000	   1309.0000	    391.0000
    206.5699	     93.0000	   3726.0000	   3121.0000	    977.0000	    378.0000
    248.1807	     60.0000	   3634.0000	   2592.0000	    803.0000	    173.0000
    298.1735	     35.0000	   3276.0000	   1947.0000	    699.0000	    217.0000
    358.2368	     30.0000	   3607.0000	   1200.0000	    611.0000	    118.0000
    430.3989	     73.0000	   3472.0000	   1193.0000	    495.0000	    109.0000
    517.0972	  18389.0000	   3186.0000	    869.0000	    341.0000	     54.0000
    621.2598	     40.0000	    687.0000	    447.0000	    307.0000	     50.0000
    746.4045	      8.0000	    275.0000	    573.0000	    181.0000	     21.0000
    896.7581	     36.0000	    169.0000	    387.0000	    159.0000	     20.0000
   1077.3984	     31.0000	    179.0000	    212.0000	     65.0000	     10.0000
   1294.4264	     12.0000	    254.0000	     75.0000	     69.0000	      4.0000
   1555.1719	     18.0000	     32.0000	     25.0000	     42.0000	      6.0000
   1868.4412	      2.0000	      9.0000	      8.0000	     22.0000	      6.0000
